"Path","LineNumber","Line"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","62","- v4 Agent YAML → v5 Agent YAML format"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","63","- v4 Commands → v5 <menu> with proper handlers"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","64","- v4 Dependencies → v5 workflow references or data files"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","84","<action>Use direct conversion to v5 agent YAML format</action>"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","118","<action>Transform v4 YAML agent to v5 YAML format:</action>"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","121","   - v4 `agent.name` → v5 `agent.metadata.name`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","122","   - v4 `agent.id` → v5 `agent.metadata.id`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","123","   - v4 `agent.title` → v5 `agent.metadata.title`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","124","   - v4 `agent.icon` → v5 `agent.metadata.icon`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","125","   - Add v5 `agent.metadata.module` field"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","128","   - v4 `persona.role` → v5 `agent.persona.role` (keep as YAML string)"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","129","   - v4 `persona.style` → v5 `agent.persona.communication_style`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","130","   - v4 `persona.identity` → v5 `agent.persona.identity`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","131","   - v4 `persona.core_principles` → v5 `agent.persona.principles` (as array)"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","134","   - v4 `commands:` list → v5 `agent.menu:` array"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","142","4. Add v5-specific sections (in YAML):"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","149","   - Map template dependencies to v5 workflows"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","153","<action>Generate the converted v5 agent YAML file (.agent.yaml)</action>"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","185","<action>Convert v4 Template (YAML) to v5 Workflow:</action>"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","205","   - Elicitation methods (1-9 menu) → convert to v5 elicitation"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","250","<action>Convert v4 Task (Markdown) to v5 Workflow:</action>"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","262","   - User interaction patterns → appropriate v5 tags"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","276","   - 1-9 elicitation menus → v5 <invoke-task halt=""true"">{project-root}/bmad/core/tasks/adv-elicit.xml</invoke-task>"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","320","- [ ] Instructions follow v5 conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\instructions.md","352","- New v5 location"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","5","The Convert Legacy workflow is a comprehensive migration tool that converts BMAD v4 items (agents, workflows, modules) to v5 compliant format with proper structure and conventions. It bridges the gap between legacy BMAD implementations and the modern v5 architecture, ensuring seamless migration while preserving functionality and improving structure."
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","10","- **Intelligent Conversion** - Smart mapping from v4 patterns to v5 equivalents with structural improvements"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","13","- **Path Normalization** - Updates all references to use proper v5 path conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","45","- **conversion_mappings**: v4-to-v5 pattern mappings (optional)"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","85","- Determines proper installation paths using v5 conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","101","- Analyzes legacy items to determine v5 workflow type:"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","111","- Transforms v4 YAML agent format to v5 XML structure"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","113","- Converts commands list to v5 `<cmds>` format"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","115","- Normalizes all paths to v5 conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","124","- Ensures proper v5 structure and conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","139","- Maps 1-9 elicitation menus to v5 elicitation patterns"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","168","- **Converted Items**: Proper v5 format in target module locations"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","174","Converted items follow v5 conventions:"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","186","- **Conversion Mappings** (optional) - v4-to-v5 pattern mappings for complex conversions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","200","3. **Review Path Mappings** - Ensure all references use proper v5 path conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","238","1. **Update Conversion Mappings** - Modify v4-to-v5 pattern mappings in data/"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","256","- Check conversion mappings at `/bmad/bmb/data/v4-to-v5-mappings.yaml`"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","258","- Consult BMAD v5 documentation for proper conventions"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\README.md","262","_Part of the BMad Method v5 - BMB (Builder) Module_"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\convert-legacy\workflow.yaml","1","# Convert Legacy - BMAD v4 to v5 Converter Configuration"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\create-module\README.md","218","_Part of the BMad Method v5 - BMB (Builder) Module_"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\create-workflow\README.md","261","- **v5.0.0** - Initial BMAD Core v6 compatible version"
"C:\Users\kdejo\DEV\bmad-v6\bmad\bmb\workflows\module-brief\README.md","264","_Part of the BMad Method v5 - BMB (Builder) Module_"
"C:\Users\kdejo\DEV\bmad-v6\bmad\core\workflows\brainstorming\README.md","271","_Part of the BMad Method v5 - Creative Ideation and Synthesis (CIS) Module_"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\ajv\README.md","88","[Ajv version 6.0.0](https://github.com/ajv-validator/ajv/releases/tag/v6.0.0) that supports draft-07 is released. It may require either migrating your schemas or updating your code (to continue using draft-04 and v5 schemas, draft-06 schemas will be supported without changes)."
"C:\Users\kdejo\DEV\bmad-v6\node_modules\ajv\README.md","183","- keywords `switch`, `patternRequired`, `formatMaximum` / `formatMinimum` and `formatExclusiveMaximum` / `formatExclusiveMinimum` from [JSON Schema extension proposals](https://github.com/json-schema/json-schema/wiki/v5-Proposals) with [ajv-keywords](https://github.com/ajv-validator/ajv-keywords) package"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\ajv\README.md","306","With [ajv-keywords](https://github.com/ajv-validator/ajv-keywords) package Ajv also supports validation keywords from [JSON Schema extension proposals](https://github.com/json-schema/json-schema/wiki/v5-Proposals) for JSON Schema standard:"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","31","## [6.0.0](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.2.0...v6.0.0) (2019-12-20)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","43","## [5.2.0](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.1.4...v5.2.0) (2019-07-18)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","57","## [5.1.4](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.1.3...v5.1.4) (2019-04-25)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","61","## [5.1.3](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.1.2...v5.1.3) (2019-04-23)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","70","## [5.1.2](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.1.1...v5.1.2) (2019-04-10)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","80","## [5.1.1](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.1.0...v5.1.1) (2019-01-11)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","90","# [5.1.0](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.0.1...v5.1.0) (2018-09-07)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","100","## [5.0.1](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v5.0.0...v5.0.1) (2018-07-24)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\babel-plugin-istanbul\CHANGELOG.md","105","# [5.0.0](https://github.com/istanbuljs/babel-plugin-istanbul/compare/v4.1.6...v5.0.0) (2018-06-27)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\buffer\index.js","45","    '`buffer` v5.x. Use `buffer` v4.x if you require old browser support.'"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\cliui\CHANGELOG.md","68","## [6.0.0](https://www.github.com/yargs/cliui/compare/v5.0.0...v6.0.0) (2019-11-10)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\cliui\CHANGELOG.md","79","## [5.0.0](https://github.com/yargs/cliui/compare/v4.1.0...v5.0.0) (2019-04-10)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\eslint\lib\rules\no-catch-shadow.js","4"," * @deprecated in ESLint v5.1.0"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\eslint\lib\rules\no-catch-shadow.js","33","			url: ""https://eslint.org/blog/2018/07/eslint-v5.1.0-released/"","
"C:\Users\kdejo\DEV\bmad-v6\node_modules\fast-glob\node_modules\glob-parent\CHANGELOG.md","1","### [5.1.2](https://github.com/gulpjs/glob-parent/compare/v5.1.1...v5.1.2) (2021-03-06)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\fast-glob\node_modules\glob-parent\CHANGELOG.md","8","### [5.1.1](https://github.com/gulpjs/glob-parent/compare/v5.1.0...v5.1.1) (2021-01-27)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\fast-glob\node_modules\glob-parent\CHANGELOG.md","15","## [5.1.0](https://github.com/gulpjs/glob-parent/compare/v5.0.0...v5.1.0) (2021-01-27)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\fast-glob\node_modules\glob-parent\CHANGELOG.md","22","## [5.0.0](https://github.com/gulpjs/glob-parent/compare/v4.0.0...v5.0.0) (2021-01-27)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","28","## [6.0.0](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.2.1...istanbul-lib-instrument-v6.0.0) (2023-07-25)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","39","## [5.2.1](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.2.0...istanbul-lib-instrument-v5.2.1) (2022-10-05)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","46","## [5.2.0](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.1.0...istanbul-lib-instrument-v5.2.0) (2022-02-21)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","53","## [5.1.0](https://www.github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.0.4...istanbul-lib-instrument-v5.1.0) (2021-10-27)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","60","### [5.0.4](https://www.github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.0.3...istanbul-lib-instrument-v5.0.4) (2021-10-16)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","67","### [5.0.3](https://www.github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.0.2...istanbul-lib-instrument-v5.0.3) (2021-10-06)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","74","### [5.0.2](https://www.github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.0.1...istanbul-lib-instrument-v5.0.2) (2021-09-13)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","81","### [5.0.1](https://www.github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v5.0.0...istanbul-lib-instrument-v5.0.1) (2021-09-13)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-instrument\CHANGELOG.md","88","## [5.0.0](https://www.github.com/istanbuljs/istanbuljs/compare/istanbul-lib-instrument-v4.0.3...istanbul-lib-instrument-v5.0.0) (2021-09-13)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","100","## [5.0.6](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v5.0.5...istanbul-lib-source-maps-v5.0.6) (2024-07-02)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","107","## [5.0.5](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v5.0.4...istanbul-lib-source-maps-v5.0.5) (2024-07-01)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","114","## [5.0.4](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v5.0.3...istanbul-lib-source-maps-v5.0.4) (2024-02-26)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","121","## [5.0.3](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v5.0.2...istanbul-lib-source-maps-v5.0.3) (2024-02-26)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","128","## [5.0.2](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v5.0.1...istanbul-lib-source-maps-v5.0.2) (2024-02-26)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","135","## [5.0.1](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v5.0.0...istanbul-lib-source-maps-v5.0.1) (2024-02-26)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\istanbul-lib-source-maps\CHANGELOG.md","142","## [5.0.0](https://github.com/istanbuljs/istanbuljs/compare/istanbul-lib-source-maps-v4.0.1...istanbul-lib-source-maps-v5.0.0) (2024-02-26)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\lint-staged\node_modules\chalk\readme.md","42","**IMPORTANT:** Chalk 5 is ESM. If you want to use Chalk with TypeScript or a build tool, you will probably want to use Chalk 4 for now. [Read more.](https://github.com/chalk/chalk/releases/tag/v5.0.0)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\nconf\node_modules\cliui\CHANGELOG.md","50","## [6.0.0](https://www.github.com/yargs/cliui/compare/v5.0.0...v6.0.0) (2019-11-10)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\nconf\node_modules\cliui\CHANGELOG.md","61","## [5.0.0](https://github.com/yargs/cliui/compare/v4.1.0...v5.0.0) (2019-04-10)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\nconf\CHANGELOG.md","67","  * [bdecdc2](https://github.com/projects/nconf/commit/bdecdc2) [travis] add v5 to node version tested (`AdrieanKhisbe`)"
"C:\Users\kdejo\DEV\bmad-v6\node_modules\prettier\plugins\flow.js","1","(function(i){function e(){var f=i();return f.default||f}if(typeof exports==""object""&&typeof module==""object"")module.exports=e();else if(typeof define==""function""&&define.amd)define(e);else{var t=typeof globalThis<""u""?globalThis:typeof global<""u""?global:typeof self<""u""?self:this||{};t.prettierPlugins=t.prettierPlugins||{},t.prettierPlugins.flow=e()}})(function(){""use strict"";var hA0=Object.create;var g5=Object.defineProperty;var yA0=Object.getOwnPropertyDescriptor;var gA0=Object.getOwnPropertyNames;var _A0=Object.getPrototypeOf,wA0=Object.prototype.hasOwnProperty;var bA0=(a0,W0)=>()=>(W0||a0((W0={exports:{}}).exports,W0),W0.exports),lY=(a0,W0)=>{for(var bx in W0)g5(a0,bx,{get:W0[bx],enumerable:!0})},pY=(a0,W0,bx,Yx)=>{if(W0&&typeof W0==""object""||typeof W0==""function"")for(let x1 of gA0(W0))!wA0.call(a0,x1)&&x1!==bx&&g5(a0,x1,{get:()=>W0[x1],enumerable:!(Yx=yA0(W0,x1))||Yx.enumerable});return a0};var TA0=(a0,W0,bx)=>(bx=a0!=null?hA0(_A0(a0)):{},pY(W0||!a0||!a0.__esModule?g5(bx,""default"",{value:a0,enumerable:!0}):bx,a0)),EA0=a0=>pY(g5({},""__esModule"",{value:!0}),a0);var kY=bA0(mj=>{(function(a0){typeof globalThis!=""object""&&(this?W0():(a0.defineProperty(a0.prototype,""_T_"",{configurable:!0,get:W0}),_T_));function W0(){var bx=this||self;bx.globalThis=bx,delete a0.prototype._T_}})(Object);(function(a0){""use strict"";var W0=""loc"",bx=70416,Yx=69748,x1=163,D1=92159,Ie=43587,k2=""labeled_statement"",Rr=""&="",_1=""int_of_string"",Ce=110591,Qs=92909,Qa=11559,$o=""regexp"",_5=43301,Qp=11703,w5=122654,Za=255,Ej=""%ni"",b5=68252,Aj=232,T5=42785,Kn=""declare_variable"",Zp=""while"",E5=66938,A5=70301,S5=124907,x4=126515,Sj=218,Hn=""pattern_identifier"",P5=67643,Vn=""export_source"",I5=216,C5=64279,Pj=""Out_of_memory"",N5=113788,Ij=""comments"",O5=126624,Cj=""win32"",$n=""object_key_bigint_literal"",Nj=185,Oj=283,r4=123214,Wo=""constructor"",j5=69955,Wn=""import_declaration"",D5=68437,F5=""Failure"",e4=""Unix.Unix_error"",R5=64255,M5=42539,L5=110579,Qn=""export_default_declaration"",Zn=""jsx_attribute_name"",t4=11727,q5=43002,n4=126500,x7=""component_param_pattern"",jj=""collect_comments_opt"",r7=""match_unary_pattern"",e7=""keyof_type"",Dj=""Invalid binary/octal "",Fj=""range"",U5=170,xs=""false"",B5=43798,Rj="", characters "",t7=""object_type_property_getter"",X5=65547,G5=126467,Y5=65007,J5=42237,z5=8318,K5=71215,n7=""object_property_type"",u7=""type_alias"",H5=67742,i7=""function_body"",Mj=304,V5=68111,u4=120745,$5=71959,i4=43880,Lj=""Match_failure"",qj=280,f7=""type_cast"",lt=109,rs=""void"",W5=""generator"",Q5=125124,Z5=101589,f4=94179,Uj="">>>"",c4=70404,c7=""optional_indexed_access_type"",W1=""argument"",a7=""object_property"",s7=""object_type_property"",xy=67004,ry=42783,ey=68850,Bj=""@"",ty=43741,ny=43487,a4=""object"",Xj=""end"",s4=126571,uy=71956,iy=208,fy=126566,cy=67702,Gj=""EEXIST"",o7=""this_expression"",Yj=203,ay=11507,sy=113807,o4=119893,oy=42735,Ql=""rest"",v7=""null_literal"",Zl=""protected"",vy=43615,m2=8231,ly=68149,py=73727,ky=72348,my=92995,Qo=224,dy=11686,hy=43013,l7=""assignment_pattern"",yy=12329,p7=""function_type"",Zo=192,k7=""jsx_element_name"",gy=70018,m7=""catch_clause_pattern"",v4=126540,d7=""template_literal"",_y=120654,wy=68497,by=67679,h7=""readonly_type"",Ty=68735,Ey=""<"",l4="": No such file or directory"",Ay=66915,Sy=""chain"",Jj=""!"",y7=""object_type"",Py=43712,p4=64297,Iy=183969,Cy=43503,Ny=67591,xv=65278,Oy=67669,g7=""for_of_assignment_pattern"",x6=""`"",jy=11502,_7=""catch_body"",Dy=42191,Zs=-744106340,Fy=182,rv="":"",zj=""a string"",Ry=65663,My=66978,Ly=71947,k4=43519,qy=71086,Uy=125258,By=12538,w7=""expression_or_spread"",Kj=""Printexc.handle_uncaught_exception"",m4=69956,d4=120122,h4=247,Hj=231,Xy="" : flags Open_rdonly and Open_wronly are not compatible"",b7=""statement_fork_point"",Vj=710,$j=-692038429,ze=""static"",Gy=55203,Yy=64324,Jy=64111,Wj=""!=="",zy=120132,Ky=124903,r6=""class"",Hy=222,T7=""pattern_number_literal"",es=""kind"",Vy=71903,E7=""variable_declarator"",A7=""typeof_expression"",$y=126627,Wy=70084,Qj=228,y4=70480,S7=""class_private_field"",Qy=239,g4=120713,on=65535,P7=""private_name"",Zy=43137,I7=""remote_identifier"",x9=70161,C7=""label_identifier"",r9=""src/parser/statement_parser.ml"",e9=8335,t9=19903,n9=64310,ev=""_"",N7=""for_init_declaration"",Zj=""infer"",u9=64466,i9=43018,xD=""tokens"",f9=92735,c9=66954,a9=65473,s9=70285,O7=""sequence"",o9=""compare: functional value"",v9=69890,e6=1e3,l9=65487,p9=42653,rD=""\\\\"",eD=""%="",j7=""match_member_pattern_base"",k9=72367,D7=""function_rest_param"",tD=""/static/"",m9=124911,d9=65276,_4=126558,h9=11498,nD=137,F7=""export_default_declaration_decl"",y9=""cases"",w4=126602,R7=""jsx_child"",Ke=""continue"",g9=42962,uD=""importKind"",o1=122,C3=""Literal"",M7=""pattern_object_property_identifier_key"",_9=42508,xo=""in"",w9=55238,b9=67071,T9=70831,E9=72161,A9=67462,iD=""<<="",S9=43009,P9=66383,b4=67827,I9=72202,C9=69839,N9=66775,fD=""-="",tv=8202,O9=70105,j9=120538,L7=""for_in_left_declaration"",D9=""rendersType"",T4=126563,F9=70708,E4=126523,cD=166,q7=""match_"",aD=202,R9=110951,ts=""component"",A4=126552,M9=66977,sD=213,U7=""enum_member_identifier"",oD=210,B7=""enum_bigint_body"",vD="">="",L9=126495,q9=""specifiers"",lD=-88,U9=""="",B9=65338,t6=""members"",X9=123535,G9=43702,Y9=72767,nv=""get"",J9=126633,S4=126536,z9=94098,K9=""types"",H9=113663,pD=""Internal Error: Found private field in object props"",X7=""jsx_element"",V9=70366,$9=110959,P4=120655,kD=""trailingComments"",mD=282,ro=24029,W9=-100,$2=""yield"",G7=""binding_pattern"",dD=275,Y7=""typeof_identifier"",hD=""ENOTEMPTY"",Q9=-104,yD=295,I4=126468,Z9=1255,xg=120628,J7=""pattern_object_property_string_literal_key"",rg=8521,gD=""leadingComments"",_D=8204,eo=""@ "",eg=70319,ns=""left"",wD=188,C4=""case"",tg=19967,N4=42622,ng=43492,ug=113770,ig=42774,O4=183,j4=8468,z7=""class_implements"",D4=126579,N3=""string"",bD=211,t2=-48,fg=69926,cg=123213,K7=""if_consequent_statement"",ag=124927,O3=""number"",sg=126546,og=68119,vg=70726,F4=70750,lg=65489,TD=""SpreadElement"",ED=""callee"",AD=193,pg=70492,kg=71934,SD=164,mg=110580,dg=12320,R4=""any"",ve=""/"",H7=""type_guard"",C1=""body"",PD=178,Ne=""pattern"",ID=""comment_bounds"",CD=297,V7=""binding_type_identifier"",M4=187,$7=""pattern_array_rest_element_pattern"",L4=""@])"",hg=12543,yg=11623,ND=""start"",gg=67871,le=""interface"",_g=8449,wg=67637,bg=42961,q4=120085,Tg=126463,OD=""alternate"",jD=-1053382366,Eg=70143,DD=""--"",Ag=68031,W7=""jsx_expression"",Q7=""type_identifier_reference"",U4=11647,Sg=""proto"",Ft=""identifier"",Pg=43696,Rt=""raw"",Ig=126529,Cg=11564,B4=126557,Ng=64911,X4=67592,Og=43493,jg=215,Dg=110588,n6=461894857,Fg=92927,Rg=67861,Mg=119980,Lg=43042,qg=66965,Ug=67391,j3=""computed"",FD=""unreachable jsxtext"",Bg=71167,Xg=42559,Gg=72966,RD=180,MD=197,G4=64319,LD=169,qD=""*"",uv=129,Yg=66335,u6=""meta"",Jg=43388,Y4=94178,pt=""optional"",J4=""unknown"",zg=120121,Kg=123180,z4=8469,Hg=68220,UD=""|"",Vg=43187,$g=94207,Wg=124895,K4=120513,Qg=42527,iv=8286,Zg=94177,i6=""var"",Z7=""component_type_param"",x_=66421,BD=285,r_=92991,e_=68415,xu=""comment"",ru=""match_pattern_array_element"",fv=244,H4=""^"",t_=173791,XD=136,n_=42890,u_=""ENOTDIR"",i_=""??"",f_=43711,c_=66303,a_=113800,s_=42239,o_=12703,eu=""variance_opt"",tu=""+"",GD="">>>="",V4=""mixed"",v_=65613,l_=73029,p_=68191,YD=""*="",$4=8487,k_=8477,nu=""toplevel_statement_list"",W4=""never"",Q4=""do"",to=125,m_=72249,JD=""Pervasives.do_at_exit"",zD=""visit_trailing_comment"",uu=""jsx_closing_element"",iu=""jsx_namespaced_name"",d_=124908,h_=126651,fu=""component_declaration"",y_=15,cu=""interface_type"",au=""function_type_return_annotation"",g_=64109,Z4=65595,xk=126560,__=110927,KD=301,rk=65598,ek=8488,us=""`."",HD=154,VD=175,tk=""package"",nk=""else"",uk=120771,w_=68023,$D=""fd "",cv=8238,ik=888960333,fk=119965,b_=42655,su=""match_object_pattern"",T_=11710,E_=119993,ou=""boolean_literal"",WD=290,vu=""statement_list"",lu=""function_param"",pu=""match_as_pattern"",ku=""pattern_object_property_bigint_literal_key"",ck=69959,A_=120485,QD=240,S_=191456,mu=""declare_enum"",ak=120597,sk=70281,du=""type_annotation"",hu=""spread_element"",ok=126544,P_=120069,is=""key"",I_=43583,C_=""out"",N_=`"
